Event date,Event name,User,Number of events
2024-10-10,ApplicationStarted,fae6ccd2-3b72-423a-9d36-9ceb87a46453,1
2024-10-10,SummaryCameraControls,fae6ccd2-3b72-423a-9d36-9ceb87a46453,1
2024-10-10,CloudRenderClicked,fae6ccd2-3b72-423a-9d36-9ceb87a46453,1
2024-10-10,AssortmentInfoDialogOpen,fae6ccd2-3b72-423a-9d36-9ceb87a46453,1
2024-10-08,ProductFilterExpanded,fab60687-552b-49bc-9603-8a414251f059,2
2024-10-08,CloudRenderJobDone,fab60687-552b-49bc-9603-8a414251f059,2
2024-10-08,ApplicationStarted,fab60687-552b-49bc-9603-8a414251f059,2
2024-10-08,LoadProjectStandalone,fab60687-552b-49bc-9603-8a414251f059,1
2024-10-10,ProjectsButtonClicked,fab60687-552b-49bc-9603-8a414251f059,1
2024-10-10,ApplicationStarted,fab60687-552b-49bc-9603-8a414251f059,1
2024-10-08,ChangeMainView,fab60687-552b-49bc-9603-8a414251f059,79
2024-10-08,OpenProject,fab60687-552b-49bc-9603-8a414251f059,1
2024-10-08,UpdateAvailable,fab60687-552b-49bc-9603-8a414251f059,2
2024-10-10,LoadProjectStandalone,fab60687-552b-49bc-9603-8a414251f059,1
2024-10-08,CloudRenderClicked,fab60687-552b-49bc-9603-8a414251f059,1
2024-10-10,UpdateAvailable,fab60687-552b-49bc-9603-8a414251f059,1
2024-10-10,OpenProject,fab60687-552b-49bc-9603-8a414251f059,1
2024-10-08,SaveAsButtonClicked,fab60687-552b-49bc-9603-8a414251f059,1
2024-10-08,ProjectsButtonClicked,fab60687-552b-49bc-9603-8a414251f059,1
2024-10-08,CloudRender360Clicked,fab60687-552b-49bc-9603-8a414251f059,1
2024-10-10,ChangeMainView,fab60687-552b-49bc-9603-8a414251f059,4
2024-10-11,CustomPropertyEdited,fa890132-c3d8-4e30-9220-cd9cadefba63,7
2024-10-11,CloudRender360Clicked,fa890132-c3d8-4e30-9220-cd9cadefba63,6
2024-10-12,SummaryCameraControls,fa890132-c3d8-4e30-9220-cd9cadefba63,3
2024-10-12,CustomersButtonClicked,fa890132-c3d8-4e30-9220-cd9cadefba63,2
2024-10-11,UpdateAvailable,fa890132-c3d8-4e30-9220-cd9cadefba63,2
2024-10-12,CloudRenderJobDone,fa890132-c3d8-4e30-9220-cd9cadefba63,1
2024-10-11,ChangeViewFunction,fa890132-c3d8-4e30-9220-cd9cadefba63,3
2024-10-13,ProjectsButtonClicked,fa890132-c3d8-4e30-9220-cd9cadefba63,1
2024-10-11,OpenProject,fa890132-c3d8-4e30-9220-cd9cadefba63,1
2024-10-11,AssortmentDownloadCancel,fa890132-c3d8-4e30-9220-cd9cadefba63,16
2024-10-11,SaveAsButtonClicked,fa890132-c3d8-4e30-9220-cd9cadefba63,1
2024-10-11,CreatePDFSummary,fa890132-c3d8-4e30-9220-cd9cadefba63,1
2024-10-11,CloudRenderJobDone,fa890132-c3d8-4e30-9220-cd9cadefba63,5
2024-10-13,UpdateAvailable,fa890132-c3d8-4e30-9220-cd9cadefba63,1
2024-10-11,SaveButtonClicked,fa890132-c3d8-4e30-9220-cd9cadefba63,2
2024-10-11,ResetRoom,fa890132-c3d8-4e30-9220-cd9cadefba63,1
2024-10-12,CreatePDFSummary,fa890132-c3d8-4e30-9220-cd9cadefba63,1
2024-10-11,ApplicationStarted,fa890132-c3d8-4e30-9220-cd9cadefba63,2
2024-10-11,CloudRenderClicked,fa890132-c3d8-4e30-9220-cd9cadefba63,6
2024-10-11,AssortmentDialogOpen,fa890132-c3d8-4e30-9220-cd9cadefba63,1
2024-10-12,QuotationsButtonClicked,fa890132-c3d8-4e30-9220-cd9cadefba63,1
2024-10-11,SummaryCameraControls,fa890132-c3d8-4e30-9220-cd9cadefba63,1
2024-10-11,KeyboardShortcutUsed,fa890132-c3d8-4e30-9220-cd9cadefba63,1
2024-10-12,UpdateAvailable,fa890132-c3d8-4e30-9220-cd9cadefba63,1
2024-10-11,ChangeMainView,fa890132-c3d8-4e30-9220-cd9cadefba63,137
2024-10-11,ClickOnPreferenceButton,fa890132-c3d8-4e30-9220-cd9cadefba63,3
2024-10-12,CloudRender360Clicked,fa890132-c3d8-4e30-9220-cd9cadefba63,1
2024-10-13,ChangeMainView,fa890132-c3d8-4e30-9220-cd9cadefba63,3
2024-10-11,UpdateDialogOpen,fa890132-c3d8-4e30-9220-cd9cadefba63,1
2024-10-11,QuotationNumberCellChange,fa890132-c3d8-4e30-9220-cd9cadefba63,1
2024-10-12,UpdateDialogOpen,fa890132-c3d8-4e30-9220-cd9cadefba63,1
2024-10-11,LoadProjectStandalone,fa890132-c3d8-4e30-9220-cd9cadefba63,1
2024-10-11,ProjectsButtonClicked,fa890132-c3d8-4e30-9220-cd9cadefba63,2
2024-10-11,QuotationsButtonClicked,fa890132-c3d8-4e30-9220-cd9cadefba63,2
2024-10-11,AssortmentInfoDialogOpen,fa890132-c3d8-4e30-9220-cd9cadefba63,1
2024-10-11,ProductFilterExpanded,fa890132-c3d8-4e30-9220-cd9cadefba63,1
2024-10-11,NewQuotation,fa890132-c3d8-4e30-9220-cd9cadefba63,2
2024-10-13,ApplicationStarted,fa890132-c3d8-4e30-9220-cd9cadefba63,1
2024-10-11,ProductSearch,fa890132-c3d8-4e30-9220-cd9cadefba63,2
2024-10-12,ChangeMainView,fa890132-c3d8-4e30-9220-cd9cadefba63,9
2024-10-08,CloudRenderClicked,f96d5ceb-374b-4578-869f-e191778191ca,1
2024-10-08,CreatePDFSummary,f96d5ceb-374b-4578-869f-e191778191ca,1
2024-10-08,ChangeMainView,f96d5ceb-374b-4578-869f-e191778191ca,10
2024-10-08,ProductFilterExpanded,f96d5ceb-374b-4578-869f-e191778191ca,3
2024-10-08,ProductSearch,f96d5ceb-374b-4578-869f-e191778191ca,1
2024-10-08,LoadProjectStandalone,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,12
2024-10-08,EditProposal,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,1
2024-10-08,ProjectsButtonClicked,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,3
2024-10-09,AssortmentInstall,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,1
2024-10-12,ChangeMainView,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,1
2024-10-11,ProjectsButtonClicked,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,3
2024-10-14,NewProposal,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,1
2024-10-14,CloudRenderJobDone,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,8
2024-10-10,ChangeMainView,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,129
2024-10-10,EditProposal,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,4
2024-10-09,ChangeViewFunction,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,2
2024-10-10,CloudRenderJobDone,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,6
2024-10-09,OpenProject,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,2
2024-10-11,UpdateDialogOpen,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,1
2024-10-14,SaveAsButtonClicked,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,4
2024-10-11,ChangeMainView,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,231
2024-10-10,NewProposal,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,1
2024-10-14,ProjectsButtonClicked,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,8
2024-10-08,SaveProjectStandalone,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,1
2024-10-08,ProductSearch,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,1
2024-10-14,ChangeMainView,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,247
2024-10-10,MyProjectButtonClicked,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,3
2024-10-11,ApplicationStarted,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,2
2024-10-10,ProjectsButtonClicked,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,5
2024-10-09,ChangeMainView,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,101
2024-10-10,ChangeViewFunction,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,1
2024-10-14,ProductFilterExpanded,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,2
2024-10-11,UpdateAvailable,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,1
2024-10-11,CloudRenderClicked,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,7
2024-10-10,UpdateDialogOpen,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,3
2024-10-11,OpenProject,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,1
2024-10-14,MyProjectButtonClicked,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,1
2024-10-10,SaveAsButtonClicked,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,3
2024-10-10,ProductSearch,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,1
2024-10-08,CloudRenderJobDone,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,3
2024-10-10,OpenProject,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,3
2024-10-11,ResetRoom,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,2
2024-10-11,SaveButtonClicked,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,4
2024-10-09,SaveProjectStandalone,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,6
2024-10-08,SaveButtonClicked,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,1
2024-10-09,ApplicationStarted,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,3
2024-10-14,ApplicationStarted,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,1
2024-10-09,SaveButtonClicked,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,5
2024-10-11,ProductSearch,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,2
2024-10-10,ApplicationStarted,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,3
2024-10-14,ResetRoom,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,1
2024-10-12,ApplicationStarted,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,1
2024-10-09,CloudRenderClicked,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,16
2024-10-11,ProductFilterExpanded,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,2
2024-10-09,ResetRoom,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,1
2024-10-08,ApplicationStarted,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,3
2024-10-08,ProductFilterExpanded,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,1
2024-10-09,ProductSearch,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,1
2024-10-08,SummaryCameraControls,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,1
2024-10-10,LoadProjectStandalone,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,6
2024-10-09,MyProjectButtonClicked,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,2
2024-10-14,SaveButtonClicked,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,7
2024-10-11,CreatePDFSummary,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,1
2024-10-09,ProductFilterExpanded,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,2
2024-10-11,SaveProjectStandalone,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,3
2024-10-08,OpenProject,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,3
2024-10-09,DeleteProject,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,1
2024-10-09,UpdateAvailable,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,1
2024-10-09,LoadProjectStandalone,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,7
2024-10-14,SaveProjectStandalone,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,6
2024-10-08,CloudRenderClicked,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,3
2024-10-14,CloudRenderClicked,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,8
2024-10-11,LoadProjectStandalone,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,3
2024-10-10,CloudRenderClicked,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,6
2024-10-08,MyProjectButtonClicked,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,10
2024-10-11,CloudRenderJobDone,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,7
2024-10-10,ResetRoom,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,1
2024-10-14,OpenProject,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,2
2024-10-08,SaveAsButtonClicked,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,1
2024-10-10,UpdateAvailable,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,2
2024-10-10,SaveProjectStandalone,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,4
2024-10-08,ChangeMainView,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,64
2024-10-09,SaveAsButtonClicked,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,1
2024-10-09,UpdateDialogOpen,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,1
2024-10-09,CloudRenderJobDone,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,16
2024-10-14,LoadProjectStandalone,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,6
2024-10-14,ProductSearch,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,1
2024-10-09,ProjectsButtonClicked,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,9
2024-10-10,SaveButtonClicked,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,6
2024-10-11,SaveAsButtonClicked,f923eb3a-fb0a-435f-b712-ea953f3ab9a1,1
2024-10-08,ChangeViewFunction,f9091912-18a1-4659-b011-591493303c23,1
2024-10-11,CloudRenderClicked,f9091912-18a1-4659-b011-591493303c23,7
2024-10-11,SaveAsButtonClicked,f9091912-18a1-4659-b011-591493303c23,1
2024-10-08,ChangeMainView,f9091912-18a1-4659-b011-591493303c23,36
2024-10-12,ApplicationStarted,f9091912-18a1-4659-b011-591493303c23,3
2024-10-11,SaveButtonClicked,f9091912-18a1-4659-b011-591493303c23,1
2024-10-11,UpdateAvailable,f9091912-18a1-4659-b011-591493303c23,3
2024-10-11,ProductSearch,f9091912-18a1-4659-b011-591493303c23,1
2024-10-12,SaveAsButtonClicked,f9091912-18a1-4659-b011-591493303c23,2
2024-10-11,ProjectsButtonClicked,f9091912-18a1-4659-b011-591493303c23,3
2024-10-13,UpdateAvailable,f9091912-18a1-4659-b011-591493303c23,1
2024-10-10,ChangeMainView,f9091912-18a1-4659-b011-591493303c23,1
2024-10-08,AssortmentAdded,f9091912-18a1-4659-b011-591493303c23,5
2024-10-12,SummaryCameraControls,f9091912-18a1-4659-b011-591493303c23,1
2024-10-13,ProductFilterExpanded,f9091912-18a1-4659-b011-591493303c23,1
2024-10-11,SummaryCameraControls,f9091912-18a1-4659-b011-591493303c23,3
2024-10-11,CloudRender360Clicked,f9091912-18a1-4659-b011-591493303c23,6
2024-10-08,CloudRender360Clicked,f9091912-18a1-4659-b011-591493303c23,2
2024-10-12,OpenProject,f9091912-18a1-4659-b011-591493303c23,1
2024-10-08,SaveButtonClicked,f9091912-18a1-4659-b011-591493303c23,2
2024-10-08,UpdateAvailable,f9091912-18a1-4659-b011-591493303c23,1
2024-10-11,ChangeMainView,f9091912-18a1-4659-b011-591493303c23,96
2024-10-12,LoadProjectStandalone,f9091912-18a1-4659-b011-591493303c23,1
2024-10-13,ApplicationStarted,f9091912-18a1-4659-b011-591493303c23,1
2024-10-12,UpdateAvailable,f9091912-18a1-4659-b011-591493303c23,3
2024-10-13,ChangeMainView,f9091912-18a1-4659-b011-591493303c23,15
2024-10-08,SaveProjectStandalone,f9091912-18a1-4659-b011-591493303c23,1
2024-10-12,CloudRender360Clicked,f9091912-18a1-4659-b011-591493303c23,1
2024-10-11,OpenProject,f9091912-18a1-4659-b011-591493303c23,2
2024-10-12,CloudRenderClicked,f9091912-18a1-4659-b011-591493303c23,8
2024-10-08,AssortmentDialogOpen,f9091912-18a1-4659-b011-591493303c23,1
2024-10-11,LoadProjectStandalone,f9091912-18a1-4659-b011-591493303c23,2
2024-10-11,CloudRenderJobDone,f9091912-18a1-4659-b011-591493303c23,10
2024-10-08,ApplicationStarted,f9091912-18a1-4659-b011-591493303c23,1
2024-10-08,ProductSearch,f9091912-18a1-4659-b011-591493303c23,1
2024-10-12,ProductSearch,f9091912-18a1-4659-b011-591493303c23,2
2024-10-11,ApplicationStarted,f9091912-18a1-4659-b011-591493303c23,3
2024-10-11,SaveProjectStandalone,f9091912-18a1-4659-b011-591493303c23,1
2024-10-12,ChangeMainView,f9091912-18a1-4659-b011-591493303c23,81
2024-10-13,ChangeViewFunction,f9091912-18a1-4659-b011-591493303c23,2
2024-10-10,UpdateAvailable,f9091912-18a1-4659-b011-591493303c23,1
2024-10-08,CloudRenderJobDone,f9091912-18a1-4659-b011-591493303c23,2
2024-10-12,CloudRenderJobDone,f9091912-18a1-4659-b011-591493303c23,9
2024-10-10,ApplicationStarted,f9091912-18a1-4659-b011-591493303c23,1
2024-10-12,ProjectsButtonClicked,f9091912-18a1-4659-b011-591493303c23,1
2024-10-08,SummaryCameraControls,f9091912-18a1-4659-b011-591493303c23,1
2024-10-10,ApplicationStarted,f8dcb7a7-f72a-4d30-9f92-4b870c867b56,1
2024-10-10,ChangeMainView,f8dcb7a7-f72a-4d30-9f92-4b870c867b56,1
2024-10-11,CloudRenderClicked,f8a12b94-9099-4840-b3bd-457c3f50279f,12
2024-10-11,MyProjectButtonClicked,f8a12b94-9099-4840-b3bd-457c3f50279f,1
2024-10-09,CloudRenderClicked,f8a12b94-9099-4840-b3bd-457c3f50279f,18
2024-10-08,CloudRender360Clicked,f8a12b94-9099-4840-b3bd-457c3f50279f,12
2024-10-08,ProductSearch,f8a12b94-9099-4840-b3bd-457c3f50279f,1
2024-10-10,ApplicationStarted,f8a12b94-9099-4840-b3bd-457c3f50279f,1
2024-10-10,CloudRender360Clicked,f8a12b94-9099-4840-b3bd-457c3f50279f,7
2024-10-09,AssortmentAdded,f8a12b94-9099-4840-b3bd-457c3f50279f,1
2024-10-11,SaveProjectStandalone,f8a12b94-9099-4840-b3bd-457c3f50279f,4
2024-10-14,MyProjectButtonClicked,f8a12b94-9099-4840-b3bd-457c3f50279f,1
2024-10-14,ProjectsButtonClicked,f8a12b94-9099-4840-b3bd-457c3f50279f,2
2024-10-10,SaveAsButtonClicked,f8a12b94-9099-4840-b3bd-457c3f50279f,1
2024-10-09,CloudRenderJobDone,f8a12b94-9099-4840-b3bd-457c3f50279f,19
2024-10-14,UpdateAvailable,f8a12b94-9099-4840-b3bd-457c3f50279f,1
2024-10-08,ApplicationStarted,f8a12b94-9099-4840-b3bd-457c3f50279f,1
2024-10-09,OpenProject,f8a12b94-9099-4840-b3bd-457c3f50279f,2
2024-10-08,OpenProject,f8a12b94-9099-4840-b3bd-457c3f50279f,1
2024-10-10,CloudRenderClicked,f8a12b94-9099-4840-b3bd-457c3f50279f,7
2024-10-08,LoadProjectStandalone,f8a12b94-9099-4840-b3bd-457c3f50279f,8
2024-10-09,SaveProjectStandalone,f8a12b94-9099-4840-b3bd-457c3f50279f,2
2024-10-11,SaveButtonClicked,f8a12b94-9099-4840-b3bd-457c3f50279f,4
2024-10-10,UpdateAvailable,f8a12b94-9099-4840-b3bd-457c3f50279f,1
2024-10-11,ChangeViewFunction,f8a12b94-9099-4840-b3bd-457c3f50279f,2
2024-10-11,ProductSearch,f8a12b94-9099-4840-b3bd-457c3f50279f,1
2024-10-08,ChangeViewFunction,f8a12b94-9099-4840-b3bd-457c3f50279f,4
2024-10-11,ApplicationStarted,f8a12b94-9099-4840-b3bd-457c3f50279f,1
2024-10-14,LoadProjectStandalone,f8a12b94-9099-4840-b3bd-457c3f50279f,1
2024-10-08,MyProjectButtonClicked,f8a12b94-9099-4840-b3bd-457c3f50279f,5
2024-10-08,CloudRenderJobDone,f8a12b94-9099-4840-b3bd-457c3f50279f,11
2024-10-11,UpdateAvailable,f8a12b94-9099-4840-b3bd-457c3f50279f,1
2024-10-09,CreatePDFSummary,f8a12b94-9099-4840-b3bd-457c3f50279f,1
2024-10-14,OpenProject,f8a12b94-9099-4840-b3bd-457c3f50279f,1
2024-10-14,ProductSearch,f8a12b94-9099-4840-b3bd-457c3f50279f,1
2024-10-10,LoadProjectStandalone,f8a12b94-9099-4840-b3bd-457c3f50279f,3
2024-10-11,ProjectsButtonClicked,f8a12b94-9099-4840-b3bd-457c3f50279f,1
2024-10-09,AssortmentDialogOpen,f8a12b94-9099-4840-b3bd-457c3f50279f,1
2024-10-11,SaveAsButtonClicked,f8a12b94-9099-4840-b3bd-457c3f50279f,3
2024-10-14,ChangeMainView,f8a12b94-9099-4840-b3bd-457c3f50279f,72
2024-10-09,MyProjectButtonClicked,f8a12b94-9099-4840-b3bd-457c3f50279f,5
2024-10-09,ProjectsButtonClicked,f8a12b94-9099-4840-b3bd-457c3f50279f,7
2024-10-09,LoadProjectStandalone,f8a12b94-9099-4840-b3bd-457c3f50279f,6
2024-10-14,ChangeViewFunction,f8a12b94-9099-4840-b3bd-457c3f50279f,2
2024-10-08,ChangeMainView,f8a12b94-9099-4840-b3bd-457c3f50279f,174
2024-10-08,SaveAsButtonClicked,f8a12b94-9099-4840-b3bd-457c3f50279f,9
2024-10-14,CloudRenderClicked,f8a12b94-9099-4840-b3bd-457c3f50279f,2
2024-10-10,ChangeMainView,f8a12b94-9099-4840-b3bd-457c3f50279f,18
2024-10-09,ClickOnPreferenceButton,f8a12b94-9099-4840-b3bd-457c3f50279f,2
2024-10-14,SaveAsButtonClicked,f8a12b94-9099-4840-b3bd-457c3f50279f,1
2024-10-09,ChangeViewFunction,f8a12b94-9099-4840-b3bd-457c3f50279f,4
2024-10-09,ApplicationStarted,f8a12b94-9099-4840-b3bd-457c3f50279f,2
2024-10-14,CloudRenderJobDone,f8a12b94-9099-4840-b3bd-457c3f50279f,2
2024-10-09,UpdateAvailable,f8a12b94-9099-4840-b3bd-457c3f50279f,1
2024-10-08,CreatePDFSummary,f8a12b94-9099-4840-b3bd-457c3f50279f,1
2024-10-10,CloudRenderJobDone,f8a12b94-9099-4840-b3bd-457c3f50279f,7
2024-10-08,ProjectsButtonClicked,f8a12b94-9099-4840-b3bd-457c3f50279f,6
2024-10-10,ProjectsButtonClicked,f8a12b94-9099-4840-b3bd-457c3f50279f,4
2024-10-11,CloudRenderJobDone,f8a12b94-9099-4840-b3bd-457c3f50279f,12
2024-10-09,UserLoggedinStandalone,f8a12b94-9099-4840-b3bd-457c3f50279f,1
2024-10-09,SaveAsButtonClicked,f8a12b94-9099-4840-b3bd-457c3f50279f,8
2024-10-08,AssortmentDialogOpen,f8a12b94-9099-4840-b3bd-457c3f50279f,1
2024-10-09,PostLoadDialogClosed,f8a12b94-9099-4840-b3bd-457c3f50279f,1
2024-10-09,PostLoadDialogShown,f8a12b94-9099-4840-b3bd-457c3f50279f,1
2024-10-08,CloudRenderClicked,f8a12b94-9099-4840-b3bd-457c3f50279f,11
2024-10-09,ChangeMainView,f8a12b94-9099-4840-b3bd-457c3f50279f,203
2024-10-08,ResetRoom,f8a12b94-9099-4840-b3bd-457c3f50279f,2
2024-10-11,CloudRender360Clicked,f8a12b94-9099-4840-b3bd-457c3f50279f,5
2024-10-10,OpenProject,f8a12b94-9099-4840-b3bd-457c3f50279f,1
2024-10-09,ProductSearch,f8a12b94-9099-4840-b3bd-457c3f50279f,2
2024-10-14,ApplicationStarted,f8a12b94-9099-4840-b3bd-457c3f50279f,1
2024-10-11,ChangeMainView,f8a12b94-9099-4840-b3bd-457c3f50279f,73
2024-10-09,CloudRender360Clicked,f8a12b94-9099-4840-b3bd-457c3f50279f,15
2024-10-10,LoadProjectStandalone,f82db37a-2437-4001-9aac-bc1803fb3139,2
2024-10-10,SaveButtonClicked,f82db37a-2437-4001-9aac-bc1803fb3139,2
2024-10-10,AssortmentDialogOpen,f82db37a-2437-4001-9aac-bc1803fb3139,3
2024-10-10,ChangeMainView,f82db37a-2437-4001-9aac-bc1803fb3139,172
2024-10-10,CloudRenderJobDone,f82db37a-2437-4001-9aac-bc1803fb3139,1
2024-10-10,UpdateAvailable,f82db37a-2437-4001-9aac-bc1803fb3139,2
2024-10-10,OpenProject,f82db37a-2437-4001-9aac-bc1803fb3139,2
2024-10-10,ApplicationStarted,f82db37a-2437-4001-9aac-bc1803fb3139,4
2024-10-10,KeyboardShortcutUsed,f82db37a-2437-4001-9aac-bc1803fb3139,14
2024-10-10,UpdateDialogOpen,f82db37a-2437-4001-9aac-bc1803fb3139,2
2024-10-10,CloudRender360Clicked,f82db37a-2437-4001-9aac-bc1803fb3139,1
2024-10-10,SaveProjectStandalone,f82db37a-2437-4001-9aac-bc1803fb3139,1
2024-10-10,ProjectsButtonClicked,f82db37a-2437-4001-9aac-bc1803fb3139,2
2024-10-10,ProductFilterExpanded,f82db37a-2437-4001-9aac-bc1803fb3139,3
2024-10-08,AssortmentDialogOpen,f74eb2cf-0aaf-493a-90dd-b9966d8534ab,1
2024-10-10,UpdateAvailable,f74eb2cf-0aaf-493a-90dd-b9966d8534ab,1
2024-10-08,SaveProjectStandalone,f74eb2cf-0aaf-493a-90dd-b9966d8534ab,5
2024-10-08,ChangeMainView,f74eb2cf-0aaf-493a-90dd-b9966d8534ab,53
2024-10-10,ApplicationStarted,f74eb2cf-0aaf-493a-90dd-b9966d8534ab,3
2024-10-09,ApplicationStarted,f74eb2cf-0aaf-493a-90dd-b9966d8534ab,1
2024-10-10,CloudRenderClicked,f74eb2cf-0aaf-493a-90dd-b9966d8534ab,1
2024-10-10,CloudRenderJobDone,f74eb2cf-0aaf-493a-90dd-b9966d8534ab,1
2024-10-10,ProjectsButtonClicked,f74eb2cf-0aaf-493a-90dd-b9966d8534ab,9
2024-10-08,OpenProject,f74eb2cf-0aaf-493a-90dd-b9966d8534ab,1
2024-10-10,OpenProject,f74eb2cf-0aaf-493a-90dd-b9966d8534ab,3
2024-10-08,AssortmentInstall,f74eb2cf-0aaf-493a-90dd-b9966d8534ab,1
2024-10-10,SaveProjectStandalone,f74eb2cf-0aaf-493a-90dd-b9966d8534ab,4
2024-10-08,CloudRenderJobDone,f74eb2cf-0aaf-493a-90dd-b9966d8534ab,11
2024-10-10,CreatePDFSummary,f74eb2cf-0aaf-493a-90dd-b9966d8534ab,5
2024-10-10,ChangeMainView,f74eb2cf-0aaf-493a-90dd-b9966d8534ab,78
2024-10-08,ChangeViewFunction,f74eb2cf-0aaf-493a-90dd-b9966d8534ab,1
2024-10-08,SaveButtonClicked,f74eb2cf-0aaf-493a-90dd-b9966d8534ab,3
2024-10-08,ProductFilterExpanded,f74eb2cf-0aaf-493a-90dd-b9966d8534ab,1
2024-10-08,CloudRenderClicked,f74eb2cf-0aaf-493a-90dd-b9966d8534ab,11
2024-10-10,SaveButtonClicked,f74eb2cf-0aaf-493a-90dd-b9966d8534ab,3
2024-10-08,ApplicationStarted,f74eb2cf-0aaf-493a-90dd-b9966d8534ab,1
2024-10-09,ChangeMainView,f74eb2cf-0aaf-493a-90dd-b9966d8534ab,1
2024-10-09,UpdateAvailable,f74eb2cf-0aaf-493a-90dd-b9966d8534ab,1
2024-10-10,LoadProjectStandalone,f74eb2cf-0aaf-493a-90dd-b9966d8534ab,9
2024-10-08,CreatePDFSummary,f74eb2cf-0aaf-493a-90dd-b9966d8534ab,3
2024-10-08,LoadProjectStandalone,f74eb2cf-0aaf-493a-90dd-b9966d8534ab,6
